timestamp_us,px,py,pz,qw,qx,qy,qz
268327999,0.0369986,-0.0121406,0.993848,0.997388,-0.00577176,-0.00658671,-0.0716921
268484247,0.0368258,-0.0124586,0.995409,0.997401,-0.00623525,-0.00643712,-0.0714879
268686834,0.0374526,-0.0123921,1.00101,0.997434,-0.00431821,-0.00467163,-0.0713071
268866340,0.036519,-0.0106672,0.998702,0.997435,-0.00476649,-0.00482458,-0.0712564
269037278,0.0356296,-0.00985845,0.989757,0.997442,-0.00473735,-0.00415708,-0.0711987
269235175,0.034549,-0.00903792,0.992595,0.997437,-0.00504943,-0.00422179,-0.0712425
269416929,0.033495,-0.00866598,0.995179,0.997453,-0.00391463,-0.00347171,-0.0711362
269528354,0.0324993,-0.00787149,0.999093,0.997449,-0.00423157,-0.00388069,-0.0711457
269718710,0.031596,-0.00752762,1.00647,0.997453,-0.00353826,-0.003169,-0.0711708
269845600,0.0304554,-0.00649498,1.00309,0.997469,-0.00290394,-0.00227503,-0.0710101
270016710,0.0304918,-0.00519015,1.01316,0.997463,-0.00150728,-0.0001495,-0.071164
270186288,0.0304139,-0.00470779,1.01977,0.997451,-0.00281312,-0.00179007,-0.0712742
270383949,0.0300569,-0.0051939,1.02528,0.997463,-0.0032859,-0.00109616,-0.0710959
270564038,0.0307857,-0.00629242,1.01957,0.997478,-0.00216982,-0.00232908,-0.0709032
270706708,0.0314668,-0.00625975,1.03194,0.997475,-0.00217057,-0.00258409,-0.0709423
270866404,0.0314064,-0.00728233,1.03722,0.997477,-0.00288378,-0.00205358,-0.0708953
271018286,0.0318287,-0.00918315,1.03302,0.997467,-0.00306469,-0.00173677,-0.0710481
271207776,0.0317937,-0.0102956,1.03275,0.997462,-0.00347007,-0.00163547,-0.0710949
271354616,0.0328679,-0.0128944,1.03835,0.997458,-0.00424637,-0.00325342,-0.0710571
271518282,0.0339637,-0.0144949,1.03114,0.997453,-0.00412312,-0.00182537,-0.0711798
271666471,0.0347378,-0.016269,1.03451,0.997431,-0.00533623,-0.00318484,-0.071369
271837309,0.0355528,-0.0155249,1.03716,0.997423,-0.00509207,-0.0040681,-0.0714432
272009576,0.0372203,-0.0158932,1.03752,0.997404,-0.00539508,-0.00397331,-0.0716897
272185977,0.0375086,-0.0167932,1.03387,0.997401,-0.00536525,-0.00550806,-0.0716348
272405742,0.0366505,-0.0182084,1.03709,0.997412,-0.0048308,-0.0023797,-0.0716953
272529092,0.0362255,-0.0163147,1.03446,0.997404,-0.00485431,-0.00389392,-0.0717333
272694457,0.0347645,-0.0160114,1.02826,0.997403,-0.00373529,-0.00213612,-0.0718901
272879005,0.0351549,-0.0147235,1.03257,0.997395,-0.00377173,-0.00316152,-0.0719719
273019520,0.0347484,-0.0126804,1.03407,0.997386,-0.00436402,-0.00294422,-0.0720716
273179025,0.033895,-0.014206,1.03629,0.997398,-0.00419052,-0.00149208,-0.0719578
273376120,0.0338715,-0.0141856,1.02906,0.997391,-0.00253202,0.00167571,-0.0721213
273574203,0.0348781,-0.0137058,1.03099,0.997382,-0.00332786,-0.000526141,-0.0722409
273735588,0.0364475,-0.0132777,1.03471,0.997375,-0.0030403,0.000626157,-0.0723482
273883969,0.0371818,-0.0123986,1.02836,0.997372,-0.00215209,0.00170038,-0.072402
274075804,0.0410572,-0.0134595,1.01962,0.997351,-0.00487089,-0.00468646,-0.0724262
274236513,0.0433621,-0.0145886,1.02273,0.997358,-0.00392593,-0.00364116,-0.0724511
274417095,0.0433563,-0.0146888,1.01711,0.997343,-0.00379502,-0.0037777,-0.0726567
274595007,0.044721,-0.014275,1.01104,0.997329,-0.00382097,-0.00462201,-0.0727949
274739674,0.0462896,-0.0137503,1.01437,0.997308,-0.00525056,-0.00533062,-0.0729504
274915453,0.0485842,-0.0116286,1.00585,0.997294,-0.00458234,-0.00629774,-0.0731003
275114968,0.0484738,-0.0129882,1.01431,0.997296,-0.00510947,-0.00608235,-0.0730541
275306610,0.0482086,-0.0116089,1.01658,0.997291,-0.00519334,-0.00470284,-0.0732261
275429042,0.0466958,-0.0100531,1.01463,0.997309,-0.00359118,-0.00400046,-0.0731174
275606426,0.0450695,-0.00950138,1.00567,0.997294,-0.00393027,-0.00461911,-0.0732723
275775617,0.044782,-0.00844711,1.01189,0.99729,-0.00272629,-0.00249105,-0.0734846
